"chr","start","end","cluster","sample_name","junction_count","cluster_total","psi","junction_coords","gene_name","junc_cat","strand","n_significant_data","__index_level_0__","group","genotype","rescueExpression","TDP43_kd"
"chr2",241668685,241668875,"clu_28895_+","201903_delUCR_pos_siT_2",0,33,0,"chr2:241668685-241668875","ATG4B","novel_acceptor","+",4,78,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr2",241668985,241670726,"clu_28895_+","201903_delUCR_pos_siT_2",0,33,0,"chr2:241668985-241670726","ATG4B","novel_donor","+",7,29,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr20",63439708,63444659,"clu_29405_-","201903_delUCR_pos_siT_2",4,58,0.06896551724137931,"chr20:63439708-63444659","KCNQ2","novel_exon_skip","-",9,35,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr20",38088420,38089726,"clu_29747_+","201903_delUCR_pos_siT_2",1,84,0.011904761904761904,"chr20:38088420-38089726","RPRD1B","novel_donor","+",1,98,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr22",17702386,17722274,"clu_31508_+","201903_delUCR_pos_siT_2",0,174,0,"chr22:17702386-17722274","BCL2L13","novel_acceptor","+",6,4,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr3",9468615,9470459,"clu_32158_+","201903_delUCR_pos_siT_2",2,144,0.013888888888888888,"chr3:9468615-9470459","SETD5","novel_donor","+",7,8,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr14",75959345,75960814,"clu_14299_-","201903_delUCR_pos_siT_2",0,1,0,"chr14:75959345-75960814","TGFB3","novel_donor","-",2,102,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr15",43134014,43135512,"clu_14774_+","201903_delUCR_pos_siT_2",0,23,0,"chr15:43134014-43135512","TMEM62","novel_donor","+",1,58,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr16",14919428,14920272,"clu_16724_+","201903_delUCR_pos_siT_2",0,131,0,"chr16:14919428-14920272","PKD1P3","novel_exon_skip","+",1,130,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr16",46900883,46906842,"clu_17125_+","201903_delUCR_pos_siT_2",0,18,0,"chr16:46900883-46906842","GPT2","novel_donor","+",3,7,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr16",88624745,88628758,"clu_17507_+","201903_delUCR_pos_siT_2",0,158,0,"chr16:88624745-88628758","ZC3H18","novel_exon_skip","+",1,109,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr16",30240242,30242280,"clu_18232_-","201903_delUCR_pos_siT_2",5,171,0.029239766081871343,"chr16:30240242-30242280","NPIPB13","novel_donor","-",1,114,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr16",67395082,67395187,"clu_18442_-","201903_delUCR_pos_siT_2",0,8,0,"chr16:67395082-67395187","ZDHHC1","novel_acceptor","-",1,129,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr1",108896431,108896864,"clu_1219_+","201903_G294A_pos_siT_3",0,21,0,"chr1:108896431-108896864","GPSM2","novel_donor","+",7,14,"siTDP43_rescueInduced_G294A","G294A","rescueInduced","siTDP43"
"chr1",228307531,228309099,"clu_2311_+","201903_G294A_pos_siT_3",0,1,0,"chr1:228307531-228309099","OBSCN","novel_exon_skip","+",1,128,"siTDP43_rescueInduced_G294A","G294A","rescueInduced","siTDP43"
"chr18",12430292,12431150,"clu_22375_+","201903_delUCR_pos_siT_2",0,51,0,"chr18:12430292-12431150","PRELID3A","novel_donor","+",2,66,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr19",7168094,7169720,"clu_23042_-","201903_delUCR_pos_siT_2",2,16,0.125,"chr19:7168094-7169720","INSR","novel_donor","-",1,161,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr19",7169831,7170537,"clu_23042_-","201903_delUCR_pos_siT_2",0,16,0,"chr19:7169831-7170537","INSR","novel_acceptor","-",5,73,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr19",36572392,36573043,"clu_23542_-","201903_delUCR_pos_siT_2",0,263,0,"chr19:36572392-36573043","ZNF529","novel_donor","-",5,31,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr19",4491835,4492015,"clu_24310_+","201903_delUCR_pos_siT_2",0,115,0,"chr19:4491835-4492015","HDGFL2","novel_acceptor","+",7,16,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr19",4492152,4493703,"clu_24310_+","201903_delUCR_pos_siT_2",1,115,0.008695652173913044,"chr19:4492152-4493703","HDGFL2","novel_donor","+",6,17,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr19",21143643,21161546,"clu_24731_+","201903_delUCR_pos_siT_2",0,55,0,"chr19:21143643-21161546","ZNF431","novel_acceptor","+",1,90,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr19",58585793,58586155,"clu_25670_+","201903_delUCR_pos_siT_2",0,35,0,"chr19:58585793-58586155","ENSG00000286104","novel_donor","+",2,149,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr2",19978167,19978751,"clu_25771_-","201903_delUCR_pos_siT_2",0,17,0,"chr2:19978167-19978751","WDR35","novel_acceptor","-",5,60,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr10",127381368,127381953,"clu_5966_+","201903_delUCR_pos_siT_2",0,35,0,"chr10:127381368-127381953","DOCK1","novel_acceptor","+",2,125,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr10",127382041,127384790,"clu_5966_+","201903_delUCR_pos_siT_2",0,35,0,"chr10:127382041-127384790","DOCK1","novel_donor","+",2,126,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr11",216718,224078,"clu_7075_-","201903_delUCR_pos_siT_2",0,45,0,"chr11:216718-224078","SIRT3","novel_exon_skip","-",1,150,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr12",111710437,111712498,"clu_10463_+","201903_delUCR_pos_siT_2",0,42,0,"chr12:111710437-111712498","ACAD10","novel_donor","+",1,100,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr12",131992230,132005077,"clu_10682_+","201903_delUCR_pos_siT_2",0,105,0,"chr12:131992230-132005077","EP400","novel_exon_skip","+",10,30,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr1",108896431,108896864,"clu_1219_+","201903_A326P_pos_siT_1",0,39,0,"chr1:108896431-108896864","GPSM2","novel_donor","+",7,14,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr1",228307531,228309099,"clu_2311_+","201903_A326P_pos_siT_1",1,1,1,"chr1:228307531-228309099","OBSCN","novel_exon_skip","+",1,128,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr14",75959345,75960814,"clu_14299_-","201903_A326P_pos_siT_1",1,3,0.3333333333333333,"chr14:75959345-75960814","TGFB3","novel_donor","-",2,102,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr15",43134014,43135512,"clu_14774_+","201903_A326P_pos_siT_1",0,30,0,"chr15:43134014-43135512","TMEM62","novel_donor","+",1,58,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr16",14919428,14920272,"clu_16724_+","201903_A326P_pos_siT_1",0,86,0,"chr16:14919428-14920272","PKD1P3","novel_exon_skip","+",1,130,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr16",46900883,46906842,"clu_17125_+","201903_A326P_pos_siT_1",2,27,0.07407407407407407,"chr16:46900883-46906842","GPT2","novel_donor","+",3,7,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr16",88624745,88628758,"clu_17507_+","201903_A326P_pos_siT_1",7,223,0.03139013452914798,"chr16:88624745-88628758","ZC3H18","novel_exon_skip","+",1,109,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr19",58585793,58586155,"clu_25670_+","201903_G294A_pos_siT_3",0,55,0,"chr19:58585793-58586155","ENSG00000286104","novel_donor","+",2,149,"siTDP43_rescueInduced_G294A","G294A","rescueInduced","siTDP43"
"chr2",19978167,19978751,"clu_25771_-","201903_G294A_pos_siT_3",1,22,0.045454545454545456,"chr2:19978167-19978751","WDR35","novel_acceptor","-",5,60,"siTDP43_rescueInduced_G294A","G294A","rescueInduced","siTDP43"
"chr2",3458515,3460263,"clu_27272_+","201903_G294A_pos_siT_3",0,18,0,"chr2:3458515-3460263","TRAPPC12","novel_donor","+",9,24,"siTDP43_rescueInduced_G294A","G294A","rescueInduced","siTDP43"
"chr2",241668685,241668875,"clu_28895_+","201903_G294A_pos_siT_3",0,20,0,"chr2:241668685-241668875","ATG4B","novel_acceptor","+",4,78,"siTDP43_rescueInduced_G294A","G294A","rescueInduced","siTDP43"
"chr2",241668985,241670726,"clu_28895_+","201903_G294A_pos_siT_3",0,20,0,"chr2:241668985-241670726","ATG4B","novel_donor","+",7,29,"siTDP43_rescueInduced_G294A","G294A","rescueInduced","siTDP43"
"chr20",63439708,63444659,"clu_29405_-","201903_G294A_pos_siT_3",0,38,0,"chr20:63439708-63444659","KCNQ2","novel_exon_skip","-",9,35,"siTDP43_rescueInduced_G294A","G294A","rescueInduced","siTDP43"
"chr20",38088420,38089726,"clu_29747_+","201903_G294A_pos_siT_3",0,102,0,"chr20:38088420-38089726","RPRD1B","novel_donor","+",1,98,"siTDP43_rescueInduced_G294A","G294A","rescueInduced","siTDP43"
"chr22",17702386,17722274,"clu_31508_+","201903_G294A_pos_siT_3",0,178,0,"chr22:17702386-17722274","BCL2L13","novel_acceptor","+",6,4,"siTDP43_rescueInduced_G294A","G294A","rescueInduced","siTDP43"
"chr3",184243630,184244601,"clu_34632_-","201903_delUCR_pos_siT_2",6,154,0.03896103896103896,"chr3:184243630-184244601","ALG3","novel_exon_skip","-",1,135,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr4",932540,951207,"clu_34827_+","201903_delUCR_pos_siT_2",4,107,0.037383177570093455,"chr4:932540-951207","TMEM175","novel_exon_skip","+",5,3,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr4",86672543,86674457,"clu_35267_+","201903_delUCR_pos_siT_2",0,189,0,"chr4:86672543-86674457","PTPN13","novel_acceptor","+",3,147,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr5",69261458,69262205,"clu_36887_+","201903_delUCR_pos_siT_2",4,160,0.025,"chr5:69261458-69262205","CDK7","novel_donor","+",5,5,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr5",78489153,78564813,"clu_38213_-","201903_delUCR_pos_siT_2",2,27,0.07407407407407407,"chr5:78489153-78564813","LHFPL2","novel_exon_skip","-",1,22,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr6",158017290,158019984,"clu_39927_+","201903_delUCR_pos_siT_2",1,7,0.14285714285714285,"chr6:158017290-158019984","SYNJ2","novel_acceptor","+",4,1,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr1",243512426,243523309,"clu_4951_-","201903_A326P_pos_siT_1",0,21,0,"chr1:243512426-243523309","AKT3","novel_donor","-",4,63,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr10",3099352,3099557,"clu_5018_+","201903_A326P_pos_siT_1",4,107,0.037383177570093455,"chr10:3099352-3099557","PFKP","novel_acceptor","+",8,9,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr10",127381368,127381953,"clu_5966_+","201903_A326P_pos_siT_1",0,21,0,"chr10:127381368-127381953","DOCK1","novel_acceptor","+",2,125,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr10",127382041,127384790,"clu_5966_+","201903_A326P_pos_siT_1",0,21,0,"chr10:127382041-127384790","DOCK1","novel_donor","+",2,126,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr11",216718,224078,"clu_7075_-","201903_A326P_pos_siT_1",0,21,0,"chr11:216718-224078","SIRT3","novel_exon_skip","-",1,150,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr12",111710437,111712498,"clu_10463_+","201903_A326P_pos_siT_1",0,48,0,"chr12:111710437-111712498","ACAD10","novel_donor","+",1,100,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr12",131992230,132005077,"clu_10682_+","201903_A326P_pos_siT_1",2,115,0.017391304347826087,"chr12:131992230-132005077","EP400","novel_exon_skip","+",10,30,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr14",75959345,75960814,"clu_14299_-","201812_delUCR_pos_siT_2",1,3,0.3333333333333333,"chr14:75959345-75960814","TGFB3","novel_donor","-",2,102,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr15",43134014,43135512,"clu_14774_+","201812_delUCR_pos_siT_2",0,21,0,"chr15:43134014-43135512","TMEM62","novel_donor","+",1,58,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr16",14919428,14920272,"clu_16724_+","201812_delUCR_pos_siT_2",0,95,0,"chr16:14919428-14920272","PKD1P3","novel_exon_skip","+",1,130,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr16",46900883,46906842,"clu_17125_+","201812_delUCR_pos_siT_2",3,26,0.11538461538461539,"chr16:46900883-46906842","GPT2","novel_donor","+",3,7,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr16",88624745,88628758,"clu_17507_+","201812_delUCR_pos_siT_2",0,167,0,"chr16:88624745-88628758","ZC3H18","novel_exon_skip","+",1,109,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr1",243512426,243523309,"clu_4951_-","201812_delUCR_pos_siT_2",1,104,0.009615384615384616,"chr1:243512426-243523309","AKT3","novel_donor","-",4,63,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr10",3099352,3099557,"clu_5018_+","201812_delUCR_pos_siT_2",6,119,0.05042016806722689,"chr10:3099352-3099557","PFKP","novel_acceptor","+",8,9,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr10",127381368,127381953,"clu_5966_+","201812_delUCR_pos_siT_2",0,59,0,"chr10:127381368-127381953","DOCK1","novel_acceptor","+",2,125,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr10",127382041,127384790,"clu_5966_+","201812_delUCR_pos_siT_2",0,59,0,"chr10:127382041-127384790","DOCK1","novel_donor","+",2,126,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr11",216718,224078,"clu_7075_-","201812_delUCR_pos_siT_2",0,18,0,"chr11:216718-224078","SIRT3","novel_exon_skip","-",1,150,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr12",111710437,111712498,"clu_10463_+","201812_delUCR_pos_siT_2",6,118,0.05084745762711865,"chr12:111710437-111712498","ACAD10","novel_donor","+",1,100,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr12",131992230,132005077,"clu_10682_+","201812_delUCR_pos_siT_2",0,244,0,"chr12:131992230-132005077","EP400","novel_exon_skip","+",10,30,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr19",58585793,58586155,"clu_25670_+","201903_A326P_pos_siT_1",0,30,0,"chr19:58585793-58586155","ENSG00000286104","novel_donor","+",2,149,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr2",19978167,19978751,"clu_25771_-","201903_A326P_pos_siT_1",0,24,0,"chr2:19978167-19978751","WDR35","novel_acceptor","-",5,60,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr2",3458515,3460263,"clu_27272_+","201903_A326P_pos_siT_1",0,22,0,"chr2:3458515-3460263","TRAPPC12","novel_donor","+",9,24,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr2",241668685,241668875,"clu_28895_+","201903_A326P_pos_siT_1",0,27,0,"chr2:241668685-241668875","ATG4B","novel_acceptor","+",4,78,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr2",241668985,241670726,"clu_28895_+","201903_A326P_pos_siT_1",0,27,0,"chr2:241668985-241670726","ATG4B","novel_donor","+",7,29,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr20",63439708,63444659,"clu_29405_-","201903_A326P_pos_siT_1",4,57,0.07017543859649122,"chr20:63439708-63444659","KCNQ2","novel_exon_skip","-",9,35,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr20",38088420,38089726,"clu_29747_+","201903_A326P_pos_siT_1",6,87,0.06896551724137931,"chr20:38088420-38089726","RPRD1B","novel_donor","+",1,98,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr22",17702386,17722274,"clu_31508_+","201903_A326P_pos_siT_1",0,248,0,"chr22:17702386-17722274","BCL2L13","novel_acceptor","+",6,4,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr16",30240242,30242280,"clu_18232_-","201903_A326P_pos_siT_1",11,238,0.046218487394957986,"chr16:30240242-30242280","NPIPB13","novel_donor","-",1,114,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr16",67395082,67395187,"clu_18442_-","201903_A326P_pos_siT_1",0,6,0,"chr16:67395082-67395187","ZDHHC1","novel_acceptor","-",1,129,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr18",12430292,12431150,"clu_22375_+","201903_A326P_pos_siT_1",0,69,0,"chr18:12430292-12431150","PRELID3A","novel_donor","+",2,66,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr19",7168094,7169720,"clu_23042_-","201903_A326P_pos_siT_1",0,26,0,"chr19:7168094-7169720","INSR","novel_donor","-",1,161,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr19",7169831,7170537,"clu_23042_-","201903_A326P_pos_siT_1",3,26,0.11538461538461539,"chr19:7169831-7170537","INSR","novel_acceptor","-",5,73,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr19",36572392,36573043,"clu_23542_-","201903_A326P_pos_siT_1",3,202,0.01485148514851485,"chr19:36572392-36573043","ZNF529","novel_donor","-",5,31,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr19",4491835,4492015,"clu_24310_+","201903_A326P_pos_siT_1",1,120,0.008333333333333333,"chr19:4491835-4492015","HDGFL2","novel_acceptor","+",7,16,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr19",4492152,4493703,"clu_24310_+","201903_A326P_pos_siT_1",0,120,0,"chr19:4492152-4493703","HDGFL2","novel_donor","+",6,17,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr19",21143643,21161546,"clu_24731_+","201903_A326P_pos_siT_1",0,46,0,"chr19:21143643-21161546","ZNF431","novel_acceptor","+",1,90,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr3",9468615,9470459,"clu_32158_+","201903_A326P_pos_siT_1",0,174,0,"chr3:9468615-9470459","SETD5","novel_donor","+",7,8,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr3",184243630,184244601,"clu_34632_-","201903_A326P_pos_siT_1",0,179,0,"chr3:184243630-184244601","ALG3","novel_exon_skip","-",1,135,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr4",932540,951207,"clu_34827_+","201903_A326P_pos_siT_1",2,115,0.017391304347826087,"chr4:932540-951207","TMEM175","novel_exon_skip","+",5,3,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr4",86672543,86674457,"clu_35267_+","201903_A326P_pos_siT_1",0,181,0,"chr4:86672543-86674457","PTPN13","novel_acceptor","+",3,147,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr5",69261458,69262205,"clu_36887_+","201903_A326P_pos_siT_1",0,194,0,"chr5:69261458-69262205","CDK7","novel_donor","+",5,5,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr5",78489153,78564813,"clu_38213_-","201903_A326P_pos_siT_1",0,33,0,"chr5:78489153-78564813","LHFPL2","novel_exon_skip","-",1,22,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr7",45735670,45736787,"clu_41577_-","201903_delUCR_pos_siT_2",0,18,0,"chr7:45735670-45736787","SEPTIN7P2","novel_acceptor","-",6,91,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr7",100050836,100056911,"clu_43077_+","201903_delUCR_pos_siT_2",0,7,0,"chr7:100050836-100056911","ZSCAN21","novel_donor","+",1,70,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr9",76638288,76641790,"clu_46589_-","201903_delUCR_pos_siT_2",0,54,0,"chr9:76638288-76641790","PRUNE2","novel_donor","-",2,121,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr3",9468615,9470459,"clu_32158_+","201812_delUCR_pos_siT_2",0,319,0,"chr3:9468615-9470459","SETD5","novel_donor","+",7,8,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr3",184243630,184244601,"clu_34632_-","201812_delUCR_pos_siT_2",2,140,0.014285714285714285,"chr3:184243630-184244601","ALG3","novel_exon_skip","-",1,135,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr4",932540,951207,"clu_34827_+","201812_delUCR_pos_siT_2",0,103,0,"chr4:932540-951207","TMEM175","novel_exon_skip","+",5,3,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr4",86672543,86674457,"clu_35267_+","201812_delUCR_pos_siT_2",0,481,0,"chr4:86672543-86674457","PTPN13","novel_acceptor","+",3,147,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr5",69261458,69262205,"clu_36887_+","201812_delUCR_pos_siT_2",0,445,0,"chr5:69261458-69262205","CDK7","novel_donor","+",5,5,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr5",78489153,78564813,"clu_38213_-","201812_delUCR_pos_siT_2",1,23,0.043478260869565216,"chr5:78489153-78564813","LHFPL2","novel_exon_skip","-",1,22,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr16",30240242,30242280,"clu_18232_-","201903_G294A_pos_siT_3",10,204,0.049019607843137254,"chr16:30240242-30242280","NPIPB13","novel_donor","-",1,114,"siTDP43_rescueInduced_G294A","G294A","rescueInduced","siTDP43"
"chr16",67395082,67395187,"clu_18442_-","201903_G294A_pos_siT_3",0,0,nan,"chr16:67395082-67395187","ZDHHC1","novel_acceptor","-",1,129,"siTDP43_rescueInduced_G294A","G294A","rescueInduced","siTDP43"
"chr18",12430292,12431150,"clu_22375_+","201903_G294A_pos_siT_3",0,89,0,"chr18:12430292-12431150","PRELID3A","novel_donor","+",2,66,"siTDP43_rescueInduced_G294A","G294A","rescueInduced","siTDP43"
